Id,age,Income,Spend,Savings,Debt,Credit Rating,Is Employable ,HasCriminalBackground,Unemployed For
10593,13,896614822,74,46,16,8,1,1,43
10594,2,851237280,29,47,17,0,0,0,36
10595,23,819929345,77,36,5,5,1,1,10
10596,35,490944802,74,59,33,2,0,0,11
10597,24,964416005,43,30,37,5,1,1,44
10598,36,555009298,65,47,13,5,0,0,45
10599,70,763305253,38,47,55,4,1,1,1
10600,58,340757071,35,31,9,9,0,0,6
10601,9,322314568,40,57,-28,3,1,1,30
10602,89,898786568,53,42,-10,5,0,0,17
10603,83,482845592,39,60,-27,1,1,1,3
10604,98,163118493,58,56,-1,0,0,0,46
10605,38,448739736,79,60,29,7,1,1,55
10606,19,316032280,15,48,40,0,0,0,21
10607,53,582985968,77,44,-32,3,1,1,17
10608,75,777828257,40,31,2,4,0,0,20
10609,18,81242108,70,50,-11,8,1,1,58
10610,33,981890557,53,60,43,4,0,0,23
10611,41,510110910,29,35,20,10,1,1,15
10612,40,168587461,64,49,7,0,0,0,50
10613,83,794059236,39,48,16,5,1,1,45
10614,22,173765524,25,52,-29,8,0,0,34
10615,71,197523855,34,32,51,3,1,1,4
10616,80,325336078,80,49,-40,10,0,0,10
10617,19,234421117,63,43,14,10,1,1,35
10618,60,233674707,15,33,14,1,0,0,8
10619,33,300279710,22,39,44,9,1,1,23
10620,36,633900631,43,31,10,7,0,0,28
10621,41,490857489,38,36,-10,4,1,1,56
10622,19,355178211,77,55,8,1,0,0,3
10623,83,284526614,48,57,-26,7,1,1,59
10624,27,320596596,17,51,-36,3,0,0,37
10625,12,811713864,27,53,-14,6,1,1,53
10626,18,515444113,60,56,-46,6,0,0,24
10627,7,913222994,48,42,-50,9,1,1,9
10628,60,877199150,78,36,12,7,0,0,55
10629,5,84492501,18,30,-13,7,1,1,59
10630,28,744211965,64,40,-22,9,0,0,17
10631,83,108813587,73,55,-27,2,1,1,53
10632,12,175229369,44,44,0,1,0,0,18
10633,4,834380173,40,48,1,8,1,1,32
10634,23,971399815,59,42,58,1,0,0,59
10635,98,454422625,59,52,58,0,1,1,57
10636,103,790885278,36,35,-24,5,0,0,1
10637,72,300239249,52,58,35,10,1,1,41
10638,87,507864619,28,39,23,7,0,0,4
10639,107,805235227,31,54,23,0,1,1,24
10640,104,756880362,67,39,17,2,0,0,21
10641,60,344250593,15,35,30,4,1,1,22
10642,97,600217592,20,30,23,0,0,0,25
10643,110,514970828,24,41,-26,4,1,1,2
10644,10,621777683,26,60,-18,8,0,0,20
10645,11,621379013,37,34,25,8,1,1,55
10646,73,932367020,58,33,24,8,0,0,4
10647,11,554512930,18,58,-6,1,1,1,50
10648,18,311384826,30,41,-44,8,0,0,60
10649,50,155915053,79,32,-35,6,1,1,10
10650,7,722880137,27,57,-33,6,0,0,60
10651,36,639184651,33,36,-47,10,1,1,14
10652,1,751682864,15,51,-8,10,0,0,55
10653,101,427416791,35,57,33,5,1,1,43
10654,85,249667196,34,44,57,3,0,0,40
10655,46,879715760,66,44,4,3,1,1,40
10656,21,275181139,37,58,56,5,0,0,36
10657,72,941861830,69,39,-23,6,1,1,42
10658,25,154436544,64,45,44,6,0,0,5
10659,86,577451972,21,41,-3,5,1,1,41
10660,91,364362353,56,42,60,3,0,0,49
10661,91,379139679,50,38,-9,1,1,1,56
10662,96,948156841,19,43,-47,9,0,0,26
10663,14,12931236,65,51,25,10,1,1,2
10664,62,663009935,33,44,55,6,0,0,27
10665,98,807192818,38,40,16,7,1,1,28
10666,21,862244001,54,55,-10,6,0,0,2
10667,87,432705514,30,50,31,10,1,1,58
10668,51,956524313,20,38,20,1,0,0,5
10669,28,211380201,39,50,-3,4,1,1,19
10670,24,663112115,75,40,49,0,0,0,9
10671,72,675276903,38,44,28,0,1,1,40
10672,94,215733454,27,50,33,7,0,0,59
10673,33,549927857,51,34,5,10,1,1,50
10674,77,148174446,30,54,45,4,0,0,8
10675,78,119488363,74,32,32,8,1,1,15
10676,26,122758982,37,60,1,7,0,0,32
10677,2,190612772,49,47,4,10,1,1,13
10678,14,311553333,77,39,26,6,0,0,36
10679,103,129686478,64,41,-40,2,1,1,43
10680,43,312951371,78,51,-34,6,0,0,42
10681,15,105763214,48,49,-50,1,1,1,21
10682,51,314958628,26,34,13,7,0,0,23
10683,42,694060817,48,45,11,7,1,1,55
10684,73,240091856,23,55,20,0,0,0,13
10685,88,25593507,36,58,22,6,1,1,49
10686,22,423712782,75,46,58,4,0,0,24
10687,75,699231812,23,32,20,6,1,1,38
10688,62,276622294,68,49,-29,5,0,0,16
10689,16,812375843,16,46,-4,3,1,1,18
10690,13,504050885,20,37,-2,10,0,0,49
10691,73,265475930,25,36,4,4,1,1,23
10692,79,259257953,25,45,3,0,0,0,51
10693,73,142769210,69,54,-2,7,1,1,4
10694,79,405864062,47,57,-30,10,0,0,20
10695,101,99930435,73,47,15,6,1,1,43
10696,44,471201198,17,55,22,4,0,0,11
10697,68,771004882,68,52,14,0,1,1,16
10698,93,595476218,39,34,59,3,0,0,42
10699,91,736038906,37,34,5,2,1,1,28
10700,61,55042204,43,43,-27,1,0,0,46
10701,103,227915204,75,34,17,10,1,1,5
10702,22,155950925,77,50,-7,8,0,0,35
10703,73,338034962,16,53,1,3,1,1,43
10704,68,834806191,22,50,39,0,0,0,6
10705,89,453278583,56,51,8,10,1,1,54
10706,9,509322344,38,55,1,9,0,0,19
10707,110,144762078,64,47,-16,5,1,1,4
10708,19,766329423,43,48,-5,4,0,0,47
10709,72,749739186,33,45,-30,3,1,1,21
10710,8,494309634,57,50,-2,10,0,0,35
10711,4,131009699,23,55,-15,9,1,1,46
10712,99,985168652,51,52,-34,2,0,0,45
10713,5,512169146,34,58,24,9,1,1,36
10714,66,185460715,78,58,52,9,0,0,16
10715,21,500486374,26,41,35,8,1,1,13
10716,53,255411657,58,51,-35,0,0,0,38
10717,93,641657607,76,49,0,6,1,1,28
10718,39,892539752,25,54,-37,3,0,0,12
10719,74,597240711,64,57,-37,3,1,1,53
10720,47,367121089,60,34,-8,4,0,0,55
10721,27,248640843,24,48,29,1,1,1,47
10722,16,899718745,53,51,-44,3,0,0,28
10723,83,351268312,78,32,-6,5,1,1,12
10724,66,773527728,44,38,55,0,0,0,51
10725,108,673781713,25,43,-11,9,1,1,11
10726,82,641903348,77,54,51,2,0,0,37
10727,85,797484160,69,41,-46,9,1,1,56
10728,3,779250396,58,32,30,8,0,0,57
10729,26,677248630,40,58,45,8,1,1,57
10730,24,170638715,35,59,43,10,0,0,33
10731,104,304122544,30,47,44,8,1,1,55
10732,24,481579202,30,58,-6,7,0,0,53
10733,20,803259495,23,45,-39,6,1,1,6
10734,71,560503007,17,58,20,1,0,0,3
10735,99,577886240,80,53,28,2,1,1,1
10736,46,481539182,37,31,40,3,0,0,31
10737,50,168953194,77,33,23,6,1,1,23
10738,13,269431883,77,32,-21,2,0,0,36
10739,70,72939929,34,56,5,2,1,1,6
10740,39,746679165,49,48,-3,4,0,0,4
10741,34,417780491,29,58,-46,1,1,1,13
10742,6,522108794,54,45,-5,0,0,0,28
10743,75,126137334,67,31,-1,1,1,1,21
10744,21,427624080,52,32,-6,4,0,0,40
10745,100,109979213,79,46,-28,0,1,1,46
10746,81,133583155,26,60,42,8,0,0,3
10747,5,253438404,50,33,34,2,1,1,35
10748,105,281903022,47,56,-12,2,0,0,41
10749,45,374695022,55,48,-48,7,1,1,18
10750,34,450548046,51,48,8,0,0,0,5
10751,97,925435450,57,31,-34,1,1,1,51
10752,98,593300352,51,43,-8,10,0,0,50
10753,6,638697765,22,49,-2,9,1,1,11
10754,28,995132128,50,45,41,1,0,0,33
10755,51,956792105,40,31,-13,9,1,1,16
10756,83,635658698,58,33,13,3,0,0,5
10757,62,225200295,52,43,55,8,1,1,22
10758,94,835025357,41,42,24,10,0,0,15
10759,35,603128433,38,34,-15,10,1,1,11
10760,15,227770600,46,44,47,3,0,0,60
10761,17,473761500,70,44,-45,2,1,1,50
10762,93,96328266,74,37,8,0,0,0,30
10763,29,438938220,66,38,37,8,1,1,14
10764,1,136311834,49,37,53,2,0,0,30
10765,11,44569003,22,58,-16,0,1,1,51
10766,25,63724698,25,40,-31,4,0,0,29
10767,43,31634412,17,43,-24,8,1,1,19
10768,72,155852323,61,42,-47,6,0,0,34
10769,102,557551923,36,36,-42,1,1,1,20
10770,83,122847341,42,48,-45,7,0,0,4
10771,1,648783448,21,33,15,8,1,1,45
10772,98,354355533,44,58,55,8,0,0,50
10773,59,23745909,63,30,-26,0,1,1,36
10774,13,847595269,24,46,13,3,0,0,1
10775,58,273879225,56,34,35,4,1,1,33
10776,13,139389762,71,41,-11,8,0,0,55
10777,68,458172641,73,31,29,9,1,1,14
10778,14,584188306,53,49,-36,9,0,0,12
10779,95,82256217,24,52,37,6,1,1,39
10780,75,303644048,62,56,-18,10,0,0,37
10781,28,108330622,53,52,14,2,1,1,26
10782,31,12085686,31,36,-27,2,0,0,8
10783,27,74192821,53,41,45,1,1,1,55
10784,31,483081166,78,51,-4,10,0,0,51
10785,93,250405292,52,57,-33,7,1,1,19
10786,48,398228945,70,49,-47,10,0,0,41
10787,35,283036804,35,55,49,0,1,1,36
10788,75,985449323,69,34,-36,0,0,0,58
10789,104,796376224,69,49,-6,2,1,1,42
10790,23,604051123,56,38,19,1,0,0,11
10791,23,942683794,27,46,-3,2,1,1,26
10792,66,114328936,26,44,-30,10,0,0,48
10793,37,590348826,59,56,18,4,1,1,27
10794,85,762267284,29,40,36,5,0,0,51
10795,96,658193552,69,40,10,10,1,1,14
10796,87,326360953,30,48,17,7,0,0,53
10797,57,367319151,24,53,13,8,1,1,12
10798,99,202066015,77,52,0,10,0,0,35
10799,37,134955168,52,48,28,2,1,1,25
10800,5,138709940,62,50,5,7,0,0,21
10801,54,476142666,15,55,14,1,1,1,29
10802,23,527411787,69,52,-35,5,0,0,52
10803,54,858726205,26,40,48,4,1,1,30
10804,15,182531543,31,43,22,9,0,0,38
10805,9,982102870,24,60,36,8,1,1,13
10806,82,657785854,57,33,-13,0,0,0,21
10807,93,57080968,68,30,-48,10,1,1,51
10808,76,822610726,20,44,11,1,0,0,57
10809,81,698147422,64,30,-8,1,1,1,4
10810,52,902545145,77,40,47,1,0,0,48
10811,83,686597069,23,42,24,10,1,1,55
10812,32,195588194,65,39,54,1,0,0,47
10813,99,213878813,42,48,-32,8,1,1,22
10814,87,483517004,62,44,-12,6,0,0,24
10815,91,166790090,28,47,-43,4,1,1,56
10816,92,933785811,61,33,47,2,0,0,29
10817,75,685960731,29,34,-16,3,1,1,46
10818,106,168982964,62,39,0,4,0,0,12
10819,61,128045494,64,38,-23,10,1,1,6
10820,46,971726926,56,49,-24,4,0,0,51
10821,10,542556426,59,37,7,7,1,1,49
10822,91,285562888,18,43,-16,9,0,0,42
10823,6,981534739,75,45,-7,0,1,1,37
10824,83,168108743,29,46,-33,9,0,0,38
10825,4,851584091,43,34,38,4,1,1,46
10826,79,934775618,34,37,-11,0,0,0,56
10827,43,24688111,76,34,29,4,1,1,12
10828,93,435884005,33,57,40,2,0,0,21
10829,35,954963299,79,52,7,4,1,1,3
10830,12,410702190,31,36,-48,4,0,0,9
10831,71,9783960,25,41,30,10,1,1,54
10832,4,264713154,76,55,-13,6,0,0,29
10833,75,669813574,58,42,-15,6,1,1,17
10834,23,390051043,15,47,9,1,0,0,53
10835,28,239022171,65,42,38,6,1,1,51
10836,102,747058695,25,49,-29,9,0,0,1
10837,59,757374363,53,56,33,1,1,1,49
10838,108,548504996,36,40,3,9,0,0,49
10839,39,903536704,69,51,-20,6,1,1,4
10840,61,217538,30,30,2,0,0,0,56
10841,46,494020406,27,54,18,1,1,1,12
10842,21,434934212,39,58,-10,2,0,0,13
10843,105,787517565,80,50,51,6,1,1,56
10844,107,895631761,42,30,17,3,0,0,18
10845,86,475116706,56,53,-34,0,1,1,57
10846,74,518535295,75,32,-13,4,0,0,45
10847,60,789754172,68,46,51,4,1,1,38
10848,70,844855400,17,48,20,9,0,0,28
10849,21,929150642,53,52,-30,10,1,1,30
10850,19,675489777,53,60,-42,7,0,0,12
10851,70,615820512,66,42,-9,10,1,1,36
10852,9,406149320,78,48,56,8,0,0,45
10853,10,340314095,15,48,-11,7,1,1,40
10854,109,350821556,64,36,-32,1,0,0,3
10855,34,987276708,77,40,11,3,1,1,11
10856,32,652098155,80,60,-36,2,0,0,46
10857,72,885497056,35,47,-5,5,1,1,53
10858,94,323681646,55,31,21,10,0,0,3
10859,98,87982498,62,55,51,8,1,1,44
10860,30,525771852,43,54,-24,3,0,0,46
10861,10,497052370,35,32,-25,1,1,1,1
10862,19,685032383,42,38,-14,6,0,0,7
10863,15,52594243,79,31,5,3,1,1,12
10864,80,479969610,53,34,-2,1,0,0,48
10865,96,863456897,36,31,9,4,1,1,50
10866,37,169429123,58,40,10,8,0,0,39
10867,44,959257449,53,32,23,10,1,1,42
10868,40,492098558,62,56,24,2,0,0,23
10869,54,643757069,35,49,16,2,1,1,40
10870,94,41784904,16,36,-39,1,0,0,22
10871,95,567273042,78,53,33,8,1,1,44
10872,64,213097537,60,55,49,2,0,0,35
10873,76,288393324,35,59,-41,10,1,1,42
10874,106,651052584,77,53,24,5,0,0,5
10875,9,670126460,43,60,-30,6,1,1,42
10876,108,745421352,15,39,32,10,0,0,44
10877,108,560164236,52,60,8,6,1,1,48
10878,32,345299504,59,53,-30,0,0,0,58
10879,42,593415703,60,52,32,1,1,1,8
10880,55,218451651,48,44,-47,9,0,0,14
10881,9,964494088,21,50,-5,10,1,1,42
10882,65,897255754,79,31,-44,1,0,0,41
10883,109,596381897,77,48,-42,5,1,1,25
10884,63,129953149,56,31,-43,6,0,0,43
10885,81,178811562,23,30,20,2,1,1,20
10886,54,936079348,39,51,6,1,0,0,51
10887,81,324904454,42,42,-27,8,1,1,22
10888,4,708936945,72,48,23,0,0,0,21
10889,6,552099018,40,37,-15,0,1,1,39
10890,52,663456394,74,37,8,10,0,0,14
10891,105,499199316,67,32,28,1,1,1,27
10892,5,618196812,37,47,-9,6,0,0,48
10893,19,676340388,56,51,-9,4,1,1,1
10894,104,189005122,55,48,19,8,0,0,8
10895,30,887658723,55,52,29,5,1,1,1
10896,43,871084557,65,41,-36,3,0,0,42
10897,69,167537753,34,55,33,6,1,1,25
10898,101,234165258,79,46,33,5,0,0,35
10899,19,44170585,19,44,-42,2,1,1,21
10900,104,563561993,73,32,47,9,0,0,10
10901,61,524664713,39,43,49,6,1,1,59
10902,68,107413850,50,44,-25,3,0,0,46
10903,56,782867561,35,38,38,10,1,1,27
10904,9,39384622,21,59,14,0,0,0,39
10905,46,920083029,64,38,5,9,1,1,55
10906,20,192314568,32,50,59,4,0,0,37
10907,47,628146542,49,44,-20,6,1,1,36
10908,79,201601479,70,36,-14,9,0,0,28
10909,87,11176887,24,46,19,3,1,1,10
10910,80,164423140,29,35,-8,8,0,0,56
10911,83,605271832,34,59,49,9,1,1,2
10912,72,23006291,23,49,-49,9,0,0,57
10913,37,394519955,71,56,26,2,1,1,41
10914,21,855977895,21,40,-35,0,0,0,17
10915,106,707254381,80,51,15,2,1,1,1
10916,43,168790171,61,30,22,1,0,0,3
10917,53,100196130,16,40,47,6,1,1,31
10918,38,961735272,17,30,-36,7,0,0,23
10919,59,964640832,19,48,-33,2,1,1,35
10920,24,626920784,43,30,-5,0,0,0,22
10921,49,944399509,18,44,-34,3,1,1,3
10922,80,342857167,60,44,-34,8,0,0,55
10923,14,611448506,34,57,-26,1,1,1,15
10924,76,378268813,61,60,-35,9,0,0,9
10925,60,294094254,16,58,16,2,1,1,59
10926,104,566863460,53,48,6,8,0,0,14
10927,51,431205100,73,37,-12,6,1,1,6
10928,11,244832330,59,46,43,9,0,0,11
10929,79,396516188,45,45,-21,5,1,1,19
10930,12,271965760,78,32,-38,5,0,0,3
10931,83,647599599,55,52,-48,7,1,1,11
10932,5,632399635,54,37,44,2,0,0,52
10933,65,959261345,65,47,8,2,1,1,37
10934,50,687327823,27,60,8,7,0,0,18
10935,56,781210036,29,30,-49,3,1,1,46
10936,43,694501590,49,60,51,3,0,0,12
10937,70,863127541,63,57,41,7,1,1,36
10938,108,178619756,26,56,42,7,0,0,11
10939,6,297594486,52,33,11,9,1,1,9
10940,97,826630754,75,36,-19,9,0,0,8
10941,100,695416433,68,40,-16,3,1,1,17
10942,105,616624163,61,54,35,7,0,0,14
10943,21,850923631,28,60,35,8,1,1,41
10944,46,646314702,16,32,-24,1,0,0,50
10945,59,845070340,62,57,-4,3,1,1,29
10946,50,867347843,75,46,-49,5,0,0,30
10947,70,644284146,44,37,48,2,1,1,9
10948,87,179769349,71,49,-33,1,0,0,24
10949,102,111110215,64,53,0,8,1,1,3
10950,109,516305635,30,43,35,0,0,0,28
10951,43,366326611,27,45,36,6,1,1,6
10952,9,786624344,25,43,18,1,0,0,15
10953,1,648837206,68,45,-17,3,1,1,30
10954,60,637081277,59,33,-10,8,0,0,53
10955,61,180351201,46,37,0,5,1,1,6
10956,3,463317302,62,41,33,3,0,0,53
10957,30,138394726,18,34,-41,9,1,1,46
10958,57,695738956,64,33,-39,6,0,0,47
10959,20,43927300,46,49,24,6,1,1,58
10960,11,407002416,58,45,-20,0,0,0,37
10961,76,452524223,66,42,-28,2,1,1,11
10962,105,29493245,54,37,51,7,0,0,10
10963,69,266403074,68,31,24,1,1,1,12
10964,67,565630423,40,55,54,4,0,0,14
10965,106,193257432,34,60,18,2,1,1,39
10966,48,79718242,74,46,-13,7,0,0,34
10967,37,577446812,80,37,-14,5,1,1,27
10968,61,542098531,22,40,39,2,0,0,31
10969,66,299156105,68,43,-34,10,1,1,42
10970,21,652586252,64,38,-9,9,0,0,19
10971,85,3037362,16,52,32,8,1,1,47
10972,56,978596351,16,50,12,4,0,0,12
10973,103,984928282,49,55,13,2,1,1,12
10974,34,307501135,66,34,31,9,0,0,5
10975,102,706552771,63,32,15,4,1,1,51
10976,54,793655762,60,39,-8,4,0,0,39
10977,46,736423515,22,50,50,6,1,1,11
10978,59,3654369,79,47,13,10,0,0,60
10979,63,779260933,57,57,24,6,1,1,48
10980,42,675191240,16,57,33,9,0,0,45
10981,58,776243682,77,50,-32,3,1,1,40
10982,99,628215770,24,59,1,9,0,0,21
10983,74,918076492,73,50,-25,7,1,1,2
10984,33,945773629,18,44,50,7,0,0,32
10985,62,36712498,23,40,48,2,1,1,26
10986,2,699473417,51,39,-30,10,0,0,41
10987,98,129377150,19,44,-40,10,1,1,57
10988,58,806314210,64,41,2,6,0,0,13
10989,19,41764050,16,52,1,7,1,1,60
10990,73,820755092,75,50,-20,2,0,0,29
10991,85,344587158,64,46,-4,5,1,1,2
10992,90,263169923,32,59,14,8,0,0,26
10993,4,702600817,65,46,-11,10,1,1,17
10994,82,578172010,15,59,55,6,0,0,28
10995,18,187616041,37,39,52,4,1,1,8
10996,106,872499335,46,32,44,6,0,0,2
10997,109,387314486,28,38,-32,7,1,1,37
10998,89,717163575,78,60,-37,5,0,0,52
10999,69,740558847,54,41,41,3,1,1,40
11000,104,549441693,47,43,49,5,0,0,33
11001,27,832126707,71,52,24,3,1,1,39
11002,108,469099839,49,30,31,0,0,0,12
11003,96,903505017,73,50,-49,0,1,1,40
11004,38,984154763,21,59,58,9,0,0,12
11005,96,24644839,50,56,49,5,1,1,43
11006,50,788342120,42,43,24,4,0,0,22
11007,69,283910617,25,45,42,10,1,1,46
11008,104,596041058,67,34,53,9,0,0,60
11009,101,856103063,43,41,-45,6,1,1,8
11010,99,187976841,60,56,-19,10,0,0,31
11011,63,710320652,26,47,4,9,1,1,21
11012,103,27395285,72,38,6,3,0,0,42
11013,13,97350681,49,56,57,0,1,1,30
11014,34,853723295,53,59,-18,10,0,0,36
11015,30,151198832,53,42,21,1,1,1,37
11016,102,239418310,37,52,36,7,0,0,48
11017,40,67272559,60,55,-2,5,1,1,3
11018,92,845124024,19,58,23,1,0,0,29
11019,49,452133016,17,30,-12,0,1,1,56
11020,27,682902681,46,52,8,9,0,0,15
11021,70,206704164,47,57,-50,7,1,1,26
11022,11,849403459,71,55,-5,2,0,0,2
11023,93,290426986,65,51,33,8,1,1,18
11024,38,990018841,50,55,10,1,0,0,11
11025,96,397636259,74,48,45,1,1,1,23
11026,35,684752518,80,52,4,1,0,0,5
11027,78,526807512,69,47,53,9,1,1,4
11028,36,104133851,69,30,22,6,0,0,56
11029,31,378664802,19,39,54,0,1,1,31
11030,4,542265622,53,48,20,0,0,0,59
11031,10,752010362,30,57,55,4,1,1,34
11032,60,164067791,23,35,-22,5,0,0,11
11033,5,827169598,73,45,-30,8,1,1,8
11034,2,575578849,23,51,9,3,0,0,32
11035,44,997168692,30,38,-2,4,1,1,54
11036,90,77399103,27,40,52,4,0,0,25
11037,19,475488715,77,41,45,8,1,1,10
11038,42,495449398,28,37,-14,8,0,0,8
11039,103,257498839,29,35,38,8,1,1,42
11040,109,368632306,32,51,6,3,0,0,5
11041,31,918837361,41,46,31,10,1,1,48
11042,52,514797835,63,34,38,7,0,0,58
11043,14,329504901,39,34,17,5,1,1,32
11044,71,751967352,30,45,55,0,0,0,55
11045,104,109513910,22,39,-24,10,1,1,22
11046,90,865663463,22,49,42,10,0,0,24
11047,66,352458543,48,44,9,6,1,1,26
11048,30,282357371,33,39,-23,0,0,0,37
11049,60,789596437,74,58,-44,5,1,1,3
11050,102,968792622,49,58,38,9,0,0,12
11051,110,950699836,47,46,35,7,1,1,9
11052,4,566535449,24,56,-27,8,0,0,50
11053,2,921750903,27,31,35,10,1,1,51
11054,72,651804258,61,47,-17,3,0,0,22
11055,12,969734433,42,35,39,9,1,1,1
11056,72,2527575,36,31,-50,5,0,0,25
11057,21,981961131,34,33,-17,7,1,1,18
11058,48,309048381,20,37,41,10,0,0,28
11059,80,959521333,70,52,-17,0,1,1,43
11060,67,560474228,47,34,-20,4,0,0,4
11061,103,747043548,72,46,-16,10,1,1,52
11062,49,864476787,58,38,-2,9,0,0,56
11063,90,627427596,34,40,6,4,1,1,18
11064,47,989692804,79,38,5,8,0,0,23
11065,51,374676097,36,48,-25,1,1,1,27
11066,21,862194436,80,49,41,1,0,0,38
11067,82,321385765,75,43,17,3,1,1,19
11068,72,174659525,54,36,56,5,0,0,20
11069,41,884753388,58,31,54,1,1,1,45
11070,9,188910509,23,44,-22,2,0,0,15
11071,15,61840232,68,49,5,6,1,1,1
11072,23,273008400,69,45,21,4,0,0,12
11073,49,473269417,58,49,24,7,1,1,12
11074,21,205567964,49,59,-38,0,0,0,12
11075,101,398920583,59,49,5,0,1,1,10
11076,70,279878255,15,58,-17,1,0,0,18
11077,12,921549277,60,51,7,9,1,1,19
11078,50,427877746,50,50,24,1,0,0,10
11079,26,616454366,59,55,-5,4,1,1,41
11080,27,910206780,59,34,-12,5,0,0,12
11081,9,114437598,44,35,37,6,1,1,49
11082,42,394380144,25,45,11,4,0,0,16
11083,54,888369805,29,35,-41,8,1,1,53
11084,57,692037420,74,46,26,9,0,0,42
11085,109,27363361,15,55,-23,9,1,1,3
11086,62,627182667,20,56,23,1,0,0,23
11087,5,839867023,26,60,-17,0,1,1,30
11088,6,156559669,18,52,6,3,0,0,28
11089,6,482424978,74,42,-2,2,1,1,42
11090,18,237296627,58,33,-14,7,0,0,38
11091,33,745808344,70,49,26,9,1,1,15
11092,78,437056712,66,50,3,2,0,0,48
11093,110,708950388,47,57,-39,9,1,1,19
11094,38,945655433,57,34,17,3,0,0,27
11095,38,357114418,71,40,30,7,1,1,53
11096,23,228727941,51,39,17,9,0,0,19
11097,9,587287048,67,31,9,2,1,1,17
11098,78,593741866,36,55,43,10,0,0,51
11099,13,50036421,59,50,-1,10,1,1,16
11100,73,479722367,20,53,56,1,0,0,25
11101,96,189894129,58,48,43,6,1,1,16
11102,88,170999091,51,60,-14,8,0,0,28
11103,78,815832373,23,39,4,4,1,1,54
11104,91,987029840,74,31,21,5,0,0,15
11105,43,827497037,30,46,3,3,1,1,26
11106,106,713435724,22,47,-13,1,0,0,25
11107,105,763909154,15,43,34,9,1,1,18
11108,38,118126099,22,54,-10,3,0,0,25
11109,108,201564172,18,30,2,9,1,1,13
11110,98,684414325,79,48,34,3,0,0,1
11111,44,629133081,79,30,-2,10,1,1,55
11112,33,570876266,41,46,-42,1,0,0,54
11113,74,858429043,33,37,17,5,1,1,16
11114,81,124538412,66,43,-49,9,0,0,53
11115,88,935265619,80,48,39,5,1,1,21
11116,83,238963920,76,37,-24,3,0,0,24
11117,17,248871294,62,43,18,10,1,1,17
11118,14,136575169,80,46,15,2,0,0,41
11119,64,167299282,50,47,14,9,1,1,60
11120,11,490565950,41,51,-31,5,0,0,33
11121,109,776357814,56,33,52,10,1,1,38
11122,34,33126677,48,30,40,0,0,0,13
11123,28,814504562,41,60,39,8,1,1,20
11124,27,242160315,31,51,-2,6,0,0,55
11125,109,917199566,73,34,3,9,1,1,27
11126,97,802946550,39,31,5,6,0,0,11
11127,68,560219952,43,49,41,10,1,1,6
11128,13,932476870,21,56,5,7,0,0,6
11129,35,408232084,18,51,-26,8,1,1,59
11130,42,922808540,58,41,-7,4,0,0,51
11131,13,950994131,27,35,-19,9,1,1,47
11132,10,347675683,26,39,18,4,0,0,1
11133,67,888942174,62,37,27,2,1,1,36
11134,101,102356069,78,36,13,0,0,0,51
11135,79,145240225,45,38,-3,3,1,1,15
11136,91,529579258,34,58,-4,9,0,0,10
11137,55,703754812,19,52,-22,4,1,1,48
11138,6,743943764,79,38,13,2,0,0,40
11139,78,759392987,23,30,-12,10,1,1,25
11140,56,457881882,77,58,-13,4,0,0,44
11141,58,208404565,71,42,15,6,1,1,23
11142,53,263798573,54,59,-5,0,0,0,23
11143,89,147947973,53,47,-16,1,1,1,58
11144,107,961931428,50,37,-27,4,0,0,42
11145,5,319399468,66,40,-27,0,1,1,13
11146,79,732539797,53,37,55,0,0,0,1
11147,1,486864454,47,37,47,0,1,1,1
11148,39,524027430,65,34,36,5,0,0,8
11149,59,43733902,26,35,4,2,1,1,36
11150,24,931028898,48,34,-42,0,0,0,60
11151,12,555185431,73,58,-35,5,1,1,15
11152,35,733913833,27,42,32,6,0,0,29
11153,61,733843806,62,47,-27,7,1,1,56
11154,81,340596015,67,59,-43,3,0,0,3
11155,50,840470868,70,44,-6,7,1,1,17
11156,41,547789812,72,36,25,10,0,0,12
11157,79,276294694,18,56,-33,7,1,1,20
11158,73,670650296,79,50,26,4,0,0,37
11159,91,69649969,64,36,-29,10,1,1,10
11160,40,122982717,71,57,51,7,0,0,56
11161,62,536357569,66,55,-14,6,1,1,31
11162,92,733388080,40,56,-19,0,0,0,17
11163,20,766158348,29,31,-48,7,1,1,27
11164,86,169899502,57,49,2,7,0,0,32
11165,94,57648194,53,33,4,8,1,1,10
11166,92,781821241,36,58,-43,8,0,0,19
11167,14,775155847,58,60,11,4,1,1,36
11168,25,669311861,37,32,2,6,0,0,44
11169,62,608030070,55,44,50,7,1,1,28
11170,95,798781270,60,44,5,6,0,0,8
11171,80,940042901,67,50,-47,7,1,1,23
11172,75,292940665,36,30,53,0,0,0,56
11173,27,97767294,45,33,0,9,1,1,16
11174,28,696635742,32,58,34,0,0,0,37
11175,46,24075597,49,55,-15,8,1,1,6
11176,11,628485794,19,52,-12,2,0,0,21
11177,82,133236557,73,60,7,5,1,1,48
11178,77,115166765,75,37,29,10,0,0,6
11179,6,201783857,44,47,10,9,1,1,49
11180,36,407411078,60,54,-13,6,0,0,41
11181,64,857217192,55,47,40,5,1,1,25
11182,15,986787835,62,39,-28,9,0,0,3
11183,110,251466196,64,44,60,1,1,1,22
11184,105,971928563,16,60,37,0,0,0,36
11185,107,323211323,77,44,-47,2,1,1,17
11186,85,118610582,45,38,8,2,0,0,3
11187,33,860493987,47,50,-28,3,1,1,30
